,hotel_name,hotel_url,city_name,score,description,location,hotel_latitude,hotel_longtitude
577,"Appartement La Rochelle, 2 pièces, 4 personnes - FR-1-246-49",https://www.booking.com/hotel/fr/apartment-centre-ville-24.html,La Rochelle,2.5,"Set less than 1 km from Concurrence and 2.7 km from Plage Du Roux, Appartement La Rochelle, 2 pièces, 4 personnes - FR-1-246-49 offers accommodation in the heart of La Rochelle. This apartment is 90 m from La Rochelle Grosse Horloge and 5.6 km from The Minimes Marina. The apartment features 1 bedroom, a TV, an equipped kitchen with a fridge and an oven, and 1 bathroom with a shower. Popular points of interest near the apartment include La Rochelle Train Station, L'Espace Encan and Parc Expo de La Rochelle. The nearest airport is La Rochelle - Ile de Re Airport, 4 km from Appartement La Rochelle, 2 pièces, 4 personnes - FR-1-246-49. ","24 QUAI DUPERRE ETAGE 2 - 1ERE PORTE A GAUCHE , 17000 La Rochelle, France",46.15808200,-1.15236300
578,Studio centre historique de La Rochelle,https://www.booking.com/hotel/fr/studio-centre-historique-de-la-rochelle.html,La Rochelle,8.5,"Offering a terrace and barbecue facilities, Studio centre historique de La Rochelle is set in the centre of La Rochelle, 1.1 km from Concurrence. This property offers access to darts. The apartment is fitted with 1 bedroom, a flat-screen TV and a fully equipped kitchen that provides guests with a fridge and an oven. Towels and bed linen are featured in the apartment. Speaking English, Spanish and French at the 24-hour front desk, staff will be happy to provide guests with practical information on the area. Popular points of interest near the apartment include La Rochelle Train Station, L'Espace Encan and Parc Expo de La Rochelle. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from Studio centre historique de La Rochelle. ","5 Rue Saint-Yon, 17000 La Rochelle, France",46.16006500,-1.15133880
579,La Blanche La Rochelle Vue sur les Tours,https://www.booking.com/hotel/fr/la-blanche-la-rochelle-vue-sur-les-tours.html,La Rochelle,9.1,"Offering free WiFi and city views, La Blanche La Rochelle Vue sur les Tours is an accommodation situated right in the heart of La Rochelle, just less than 1 km from Concurrence and a 10-minute walk from La Rochelle Train Station. The property has sea views and is 2.6 km from Plage Du Roux and less than 1 km from L'Espace Encan. This apartment features 1 bedroom, a kitchen with a fridge and an oven, a flat-screen TV, a seating area and 1 bathroom fitted with a shower. For added convenience, the property can provide towels and bed linen for an extra charge. Popular points of interest near the apartment include Parc Expo de La Rochelle, La Rochelle Grosse Horloge and Saint-Sauveur Church. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from La Blanche La Rochelle Vue sur les Tours. ","6 Quai Duperré 2e etage, 17000 La Rochelle, France",46.15812773,-1.15129254
580,21 Dupaty 2 chambres,https://www.booking.com/hotel/fr/centre-historique-2-chambres-charme-luxe-calme-nouveau.html,La Rochelle,9.2,"Located in the centre of La Rochelle, 1.1 km from Concurrence and 1.2 km from La Rochelle Train Station, 21 Dupaty 2 chambres offers free WiFi. Housed in a building dating from 18th century, this apartment is 4.7 km from The Minimes Marina and 13 km from Mytiliculture Museum. The apartment comes with 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a patio with city views. Popular points of interest near the apartment include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from 21 Dupaty 2 chambres. ","3 étage 21 Rue Dupaty, 17000 La Rochelle, France",46.16004600,-1.15293620
581,Hôtel Le Rupella,https://www.booking.com/hotel/fr/le-rupella.html,La Rochelle,7.0,"Located in the heart of La Rochelle, just a 10-minute walk from the train station and right next to the harbour, Hôtel Le Rupella offers en-suite rooms with free WiFi access and a desk. All rooms at Hôtel Le Rupella also have a flat-screen TV as well as a private bathroom fitted with a bathtub or a shower and free toiletries. Some rooms feature a balcony. Offering panoramic views over the harbour, the hotel’s restaurant serves traditional French cuisine. Guests can also sip a drink at the on-site bar and enjoy their breakfast in their room. The hotel has a 24-hour front desk and is located 850 m from the city’s Aquarium and a 5-minute drive from La Rochelle Parc Expo. ","1 et 3 Quai Maubec, 17000 La Rochelle, France",46.15817494,-1.15107000
582,- Le petit Rochelais -Calme&Cosy- Wifi-Netflix,https://www.booking.com/hotel/fr/le-petit-rochelais-wifi-cosy-calme-renove.html,La Rochelle,8.8,"Located in the centre of La Rochelle, 1 km from Concurrence and 2.7 km from Plage Du Roux, - Le petit Rochelais -Calme&Cosy- Wifi-Netflix offers free WiFi. It is situated less than 1 km from La Rochelle Train Station and provides a concierge service. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are featured in the apartment. A bicycle rental service is available at the apartment. Popular points of interest near - Le petit Rochelais -Calme&Cosy- Wifi-Netflix include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from the accommodation. ","Etage 1 13 Rue des Moureilles, 17000 La Rochelle, France",46.15911620,-1.15035940
583,Appt Standing et Confort Au Coeur de La Rochelle,https://www.booking.com/hotel/fr/appt-standing-et-confort-au-coeur-de-la-rochelle.html,La Rochelle,9.0,"Offering free WiFi and city views, Appt Standing et Confort Au Coeur de La Rochelle is an accommodation situated right in the heart of La Rochelle, just 1 km from Concurrence and less than 1 km from La Rochelle Train Station. This apartment is 2.8 km from Plage Du Roux and 4.2 km from The Minimes Marina. The apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and free toiletries. Towels and bed linen are available in the apartment. Popular points of interest near the apartment include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from Appt Standing et Confort Au Coeur de La Rochelle. ","6 Rue de la Ferté, 17000 La Rochelle, France",46.15939970,-1.15037370
584,La Suite,https://www.booking.com/hotel/fr/la-suite-la-rochelle.html,La Rochelle,8.4,"Boasting a spa bath and city view, La Suite is set right in the centre of La Rochelle. The accommodation is less than 1 km from the Concurrence and has free WiFi throughout the property. The apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are offered in the apartment. Popular points of interest near the apartment include La Rochelle Train Station, L'Espace Encan and Parc Expo de La Rochelle. The nearest airport is La Rochelle - Ile de Re Airport, 4 km from La Suite. ","51 Rue du Palais, 17000 La Rochelle, France",46.15881300,-1.15373400
585,Apartment- La Rochelle historic city centre,https://www.booking.com/hotel/fr/apartment-la-rochelle-historic-city-centre.html,La Rochelle,9.7,"Set in the centre of La Rochelle, less than 1 km from Concurrence and a 14-minute walk from La Rochelle Train Station, Apartment- La Rochelle historic city centre offers free WiFi. This apartment is 5.8 km from The Minimes Marina and 13 km from Mytiliculture Museum. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and free toiletries. Towels and bed linen are offered in the apartment. Cycling can be enjoyed nearby. Popular points of interest near the apartment include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 4 km from Apartment- La Rochelle historic city centre. ","5 Rue du Palais, 17000 La Rochelle, France",46.15990290,-1.15339400
586,Port et Vieille Ville - Proche plage,https://www.booking.com/hotel/fr/port-et-vieille-ville-proche-plage.html,La Rochelle,,"Set in the centre of La Rochelle, 1.1 km from Concurrence and 2.9 km from Plage Du Roux, Port et Vieille Ville - Proche plage offers free WiFi. This apartment is 300 m from La Rochelle Grosse Horloge and 4.5 km from The Minimes Marina. The apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a fridge and a kettle, and 1 bathroom with a shower and free toiletries. Towels and bed linen are featured in the apartment. Popular points of interest near the apartment include La Rochelle Train Station, L'Espace Encan and Parc Expo de La Rochelle. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from Port et Vieille Ville - Proche plage. ","9-11 rue des Merciers, 17000 La Rochelle, France",46.15996533,-1.15063853
587,LA ROCHELAISE : Appartement calme & somptueux dans l'hyper centre.,https://www.booking.com/hotel/fr/la-rochelaise-appartement-calme-amp-somptueux-dans-l-hyper-centre.html,La Rochelle,9.7,"Offering free WiFi and city views, LA ROCHELAISE: Appartement calme & somptueux dans l'hyper centre. Is an accommodation situated right in the centre of La Rochelle, just 1.1 km from Concurrence and 1 km from La Rochelle Train Station. The apartment, set in a building dating from 17th century, is 2.9 km from Plage Du Roux and 4.5 km from The Minimes Marina. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a bath and a hairdryer. Towels and bed linen are available in the apartment. Popular points of interest near the apartment include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from LA ROCHELAISE: Appartement calme & somptueux dans l'hyper centre.. ","8 Rue des Merciers, 17000 La Rochelle, France",46.15977250,-1.15042770
588,LES MARIETTES,https://www.booking.com/hotel/fr/les-mariettes.html,La Rochelle,8.2,"Offering free WiFi and city views, LES MARIETTES is an accommodation located in a central area of La Rochelle, just 1.1 km from Concurrence and 1.1 km from La Rochelle Train Station. This apartment is 2.9 km from Plage Du Roux and 4.7 km from The Minimes Marina. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are featured in the apartment. Popular points of interest near the apartment include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from LES MARIETTES. ","6 Rue des Mariettes, 17000 La Rochelle, France",46.16018870,-1.15081610
589,2 Rue des Augustins,https://www.booking.com/hotel/fr/2-rue-des-augustins.html,La Rochelle,8.1,"Offering free WiFi and city views, 2 Rue des Augustins is an accommodation situated right in the centre of La Rochelle, just 1.1 km from Concurrence and 1.1 km from La Rochelle Train Station. It is located 3 km from Plage Du Roux and features a concierge service. The apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are offered in the apartment. Popular points of interest near the apartment include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from 2 Rue des Augustins. ","2 Rue des Augustins, 17000 La Rochelle, France",46.16041050,-1.15132510
590,Le Temple,https://www.booking.com/hotel/fr/le-temple-la-rochelle123.html,La Rochelle,7.6,"Offering free WiFi and city views, Le Temple is an accommodation set in the heart of La Rochelle, just 1.1 km from Concurrence and less than 1 km from La Rochelle Train Station. This apartment is 2.8 km from Plage Du Roux and 4.5 km from The Minimes Marina. This apartment is fitted with 1 bedroom, a kitchen with a fridge and an oven, a flat-screen TV, a seating area and 1 bathroom fitted with a bath. Towels and bed linen are offered in the apartment. Popular points of interest near the apartment include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from Le Temple. ","3 Rue Saint-Michel, 17000 La Rochelle, France",46.15966290,-1.15018910
591,Hôtel La Tour de Nesle La Rochelle Vieux Port,https://www.booking.com/hotel/fr/de-la-tour-de-nesle-la-rochelle.html,La Rochelle,8.2,"The charming Hotel de la Tour de Nesle is ideally placed at the heart of the old town, in front of the 2 towers at the entrance to the port. The hotel offers comfortable rooms with simple, functional decor and free Wi-Fi internet access. Some rooms offer a view of the famous medieval towers. Start the day with a generous breakfast in the breakfast room. The picturesque area surrounding the Tour de Nesle is full of restaurants, shops and cafes. ","2, Quai Louis Durand, 17000 La Rochelle, France",46.15809741,-1.15036190
592,"Appartement La Rochelle, 2 pièces, 4 personnes - FR-1-535-39",https://www.booking.com/hotel/fr/appartement-la-rochelle-2-pieces-4-personnes-fr-1-535-39.html,La Rochelle,,"Set less than 1 km from Concurrence, 2.9 km from Plage Du Roux and 1.1 km from La Rochelle Train Station, Appartement La Rochelle, 2 pièces, 4 personnes - FR-1-535-39 features accommodation situated in La Rochelle. This apartment is 5.6 km from The Minimes Marina and 12 km from Mytiliculture Museum. With free WiFi, this apartment offers a TV, a washing machine and a kitchen with an oven and dishwasher. Popular points of interest near the apartment include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 4 km from Appartement La Rochelle, 2 pièces, 4 personnes - FR-1-535-39. ","4 Rue Chef de Ville, 17000 La Rochelle, France",46.15843010,-1.15407730
593,Very beautiful apartment in the heart of La Rochelle - Welkeys,https://www.booking.com/hotel/fr/very-beautiful-apartment-in-the-heart-of-la-rochelle-welkeys.html,La Rochelle,8.0,"Set in the centre of La Rochelle, just 800 m from Concurrence and 2.8 km from Plage Du Roux, Very beautiful apartment in the heart of La Rochelle - Welkeys offers accommodation with city views and free WiFi. This apartment is a few steps from La Rochelle Grosse Horloge and 5.6 km from The Minimes Marina. The apartment is fitted with 2 bedrooms, a kitchen with a fridge and an oven, a washing machine, and 1 bathroom with free toiletries and a hairdryer. Towels and bed linen are featured in the apartment. Popular points of interest near Very beautiful apartment in the heart of La Rochelle - Welkeys include La Rochelle Train Station, L'Espace Encan and Parc Expo de La Rochelle. The nearest airport is La Rochelle - Ile de Re Airport, 4 km from the accommodation. ","8 Rue de la Grosse Horloge, 17000 La Rochelle, France",46.15813270,-1.15383470
594,GuestReady - Retro Apt near Grande Horloge,https://www.booking.com/hotel/fr/guestready-retro-apt-near-grande-horloge.html,La Rochelle,,"Located in La Rochelle, less than 1 km from Concurrence and 2.9 km from Plage Du Roux, GuestReady - Retro Apt near Grande Horloge provides accommodation with amenities such as free WiFi and a TV. This apartment is 90 m from La Rochelle Grosse Horloge and 5.6 km from The Minimes Marina. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a bath and free toiletries. Towels and bed linen are provided in the apartment. Popular points of interest near the apartment include La Rochelle Train Station, L'Espace Encan and Parc Expo de La Rochelle. The nearest airport is La Rochelle - Ile de Re Airport, 4 km from GuestReady - Retro Apt near Grande Horloge. ","6 Rue Chef de ville, La Rochelle, France, 17000 La Rochelle, France",46.15842970,-1.15413970
595,ibis Styles La Rochelle Centre,https://www.booking.com/hotel/fr/ibis-la-rochelle-centre.html,La Rochelle,8.2,"The ibis Styles La Rochelle Centre is located in the heart of La Rochelle, 300 m from the beach Plage de la Concurrence. It offers 24-hour reception, a bar, a lift and free Wi-Fi throughout. The air-conditioned rooms at ibis Styles La Rochelle Centre feature a flat-screen TV with satellite channels. The private bathrooms are complete with a bath tub or shower and free toiletries. The buffet breakfast is available daily and includes fresh French pastries, fair trade coffee, fruit juices. Snacks are available 24 hours a day. Boats to the Ile d’Aix and Ile de Ré are 100 m from the property, and public parking is available 400 m away with a supplement. ","4, rue Leonce Vieljeux  (accès voiture :  9 rue Chef de Ville), 17000 La Rochelle, France",46.15801590,-1.15397182
596,31 Rue des Merciers,https://www.booking.com/hotel/fr/31-rue-des-merciers.html,La Rochelle,8.0,"Featuring a terrace and free WiFi, 31 Rue des Merciers is located in the centre of La Rochelle, close to Concurrence, La Rochelle Train Station and L'Espace Encan. The accommodation comes with a flat-screen TV and a private bathroom with shower, bath and a hairdryer, while the kitchen features a fridge, an oven and a microwave. A stovetop is also provided, as well as a coffee machine and a kettle. Popular points of interest near the apartment include Parc Expo de La Rochelle, La Rochelle Grosse Horloge and Bunker La Rochelle. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from 31 Rue des Merciers. ","31 Rue des Merciers, 17000 La Rochelle, France",46.16049490,-1.15052750
597,Hôtel François 1er,https://www.booking.com/hotel/fr/hotelfrancoiser.html,La Rochelle,8.1,"Located in the heart of historic La Rochelle, this hotel is set in a 16th century building just a 5 minute walk from the Old Port and local market. Hôtel François 1er offers free unlimited WiFi and a 24-hour reception. All room at Hôtel François 1er are spacious, and feature a design and cosy décor inspired by the themes of rock, movie, painting, graffiti or photography. They are fitted with a TV, and come with a private bathroom. Various facilities are available at the property such as the room service, a bar lounge, and a chill out area. Upon prior request and at an extra cost, guests can park their car in the property's secure parking located in the city centre. The hotel is within walking distance from several shops, restaurants and lively bars. Hôtel François 1er is also close to attractions such as the Aquarium, the Natural History Museum, the city's parks and beaches. La Rochelle Train Station is conveniently located 1.9 km from Hôtel François 1er. ","13-15 Rue Bazoges, 17000 La Rochelle, France",46.16091143,-1.15203694
598,Appartement confortable au centre de La Rochelle,https://www.booking.com/hotel/fr/appartement-confortable-au-centre-de-la-rochelle.html,La Rochelle,9.3,"Set in centre of La Rochelle, Appartement confortable au centre de La Rochelle has accommodation with a shared lounge, city views, as well as water sports facilities and a tennis court. Housed in a building dating from 1900, the apartment is in an area where guests can engage in activities such as hiking, windsurfing and table tennis. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are offered in the apartment. Guests at the apartment can enjoy darts on site, or go fishing or cycling in the surroundings. Popular points of interest near Appartement confortable au centre de La Rochelle include Concurrence, La Rochelle Train Station and L'Espace Encan. The nearest airport is La Rochelle - Ile de Re Airport, 4 km from the accommodation. ","3è étage 35 Rue Admyrauld, 17000 La Rochelle, France",46.15859400,-1.15454300
599,joli petit nid douillet en centre ville,https://www.booking.com/hotel/fr/joli-petit-nid-douillet-en-centre-ville.html,La Rochelle,8.1,"Ideally situated in the centre of La Rochelle, joli petit nid douillet en centre ville is within a short distance of Concurrence and La Rochelle Train Station. This apartment is 2.7 km from Plage Du Roux and 4.1 km from The Minimes Marina. The apartment has 1 bedroom, a flat-screen TV and a fully equipped kitchen that provides guests with a fridge and a microwave. Towels and bed linen are available in the apartment. Popular points of interest near the apartment include L'Espace Encan, Parc Expo de La Rochelle and La Rochelle Grosse Horloge. The nearest airport is La Rochelle - Ile de Re Airport, 6 km from joli petit nid douillet en centre ville. ","1 er étage 6 Rue Saint-Nicolas, 17000 La Rochelle, France",46.15811259,-1.14980203
600,MiHotel Bellecour,https://www.booking.com/hotel/fr/mihotel-bellecour-lyon.html,Lyon,8.2,"Located in the 2nd arr. District of Lyon, MiHotel Bellecour is 600 m from Musée Miniature et Cinéma. Around 1.6 km from the Museum of Fine Arts of Lyon, the property is also 2.1 km away from Fourviere Roman Theatre and offers free WiFi. Basilica of Notre-Dame de Fourviere is 2.3 km away and Musée des Confluences is 5 km from the hotel. Guest rooms in the hotel are equipped with a coffee machine. Some rooms are fitted with a kitchenette with a microwave and a fridge. All guest rooms have a seating area. A continental breakfast can be enjoyed at the property. It includes tea, coffee and sweet food. Fruit juices are available in the minibar. Lyon - Saint Exupery Airport is 28 km from the property. ","5 Place Bellecour, 2nd arr., 69002 Lyon, France",45.75870300,4.83178100
601,Hamac Suites - Coeur de Lyon Bellecour,https://www.booking.com/hotel/fr/hamac-suites-coeur-de-lyon-bellecour.html,Lyon,7.9,"Located in the centre of Lyon, 600 m from Musée Miniature et Cinéma and 1.1 km from the Museum of Fine Arts of Lyon, Hamac Suites - Coeur de Lyon Bellecour offers free WiFi. It is set 1.3 km from Lyon Perrache Train Station and provides babysitting service. The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are provided in the apartment. Staff speak English, Spanish, French and Italian at the reception. Hiking can be enjoyed nearby. Fourviere Roman Theatre is 1.3 km from the apartment, while Basilica of Notre-Dame de Fourviere is 1.3 km away. The nearest airport is Lyon - Saint Exupery, 29 km from Hamac Suites - Coeur de Lyon Bellecour, and the property offers a paid airport shuttle service. ","5 Place Bellecour, 2nd arr., 69002 Lyon, France",45.75870330,4.83178050
602,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html,Lyon,8.9,"Bayard Bellecour, an authentic historical house in the heart of the town. Enjoy all the modern comforts in a traditionally decorated building. Free Wi-Fi is available throughout the property. Rooms at Bayard Bellecour have either flat-screen TV or free digital tablets. All room are air-conditioned. The private bathroom provides a hairdryer. The reception on the 1st floor is only accessible via a staircase and only some rooms are serviced by a lift. A buffet breakfast with cold and hot dishes is served every morning in the breakfast room. The buffet breakfast is made with local products and homemade food. The Basilica of Notre Dame de Fourvière is 2 km from the property, while the Museum of Fine Arts of Lyon is a 17-minute walk away. Bayard Bellecour is 300 m from Bellecour Metro Station and a 7-minute drive from Lyon Perrache Train Station. ","23 Place Bellecour, 2nd arr., 69002 Lyon, France",45.75656138,4.83261108
603,Hamac Suites - Bellecour- Joli T2 hyper Centre,https://www.booking.com/hotel/fr/hamac-suites-bellecour-joli-t2-hyper-centre.html,Lyon,,"Located in Lyon, less than 1 km from Musée Miniature et Cinéma and a 16-minute walk from the Museum of Fine Arts of Lyon, Hamac Suites - Bellecour- Joli T2 hyper Centre provides accommodation with amenities such as free WiFi and a TV. This apartment is 3 km from Part-Dieu Train Station and 4.1 km from Musée des Confluences. The apartment features 1 bedroom, a kitchen with a fridge, a washing machine, and 1 bathroom with free toiletries and a hairdryer. Towels and bed linen are provided in the apartment. Popular points of interest near Hamac Suites - Bellecour- Joli T2 hyper Centre include Lyon Perrache Train Station, Fourviere Roman Theatre and Basilica of Notre-Dame de Fourviere. The nearest airport is Lyon - Saint Exupery Airport, 28 km from the accommodation. ","24 Place Bellecour, 2nd arr., 69002 Lyon, France",45.75646810,4.83242910
604,Globe Et Cecil,https://www.booking.com/hotel/fr/globe-et-cecil.html,Lyon,8.1,"Globe Et Cecil is a hotel located in the heart of Lyon on the Presqu’Ile, just 50 m from Place Bellecour and its metro station, and 5 minutes' walk from Vieux Lyon. It is set within a 19th century building and free WiFi is available throughout. Each of the guest rooms is uniquely decorated and offers air conditioning, cable TV, a private bathroom with a bath or shower, and a view of the street or courtyard. Superior rooms feature a fireplace. A daily buffet breakfast is served in the breakfast lounge Chez Mouna, which includes fresh and local produce. A seating area is provided in the lobby, where drinks can also be purchased. The Museum of Fine Arts is 1 km away and Lyon-Perrache Train Station is 1.4 km from Globe Et Cecil. ","21, Rue Gasparin, 2nd arr., 69002 Lyon, France",45.75896467,4.83336680
605,Hotel Le Royal Lyon - MGallery,https://www.booking.com/hotel/fr/le-royal-lyon.html,Lyon,8.4,"Overlooking Place Bellecour in the centre of Lyon, Hôtel Le Royal Lyon - MGallery Collection is just a 10-minute walk from Lyon's Old Town and 5 km from Cité Internationale. This 5-star hotel offers a lounge bar and free WiFi. The air-conditioned guest rooms and suites Hôtel Le Royal Lyon feature a flat-screen HD TV and a minibar for an additional charge. The private bathrooms have a bath or shower, bathrobes, a hairdryer and slippers. 2 bottles of mineral water are offered upon arrival. Breakfast can be enjoyed in the guest's room upon request or in the breakfast room. The hotel's restaurant 'l'Institut' serves food prepared by chefs from the well-known Paul Bocuse Institute. Gourmet cooking classes can be taken above the restaurant. Situated right next to Bellecour Metro station, Hôtel Le Royal Lyon - MGallery Collection is a 18-minute walk from the Fine Arts Museum and 3 km from Confluence museum. Part-Dieu Train Station is 4 km away and Perrache is a 14-minute walk away. Public parking is available nearby. ","20 Place Bellecour, 2nd arr., 69002 Lyon, France",45.75643412,4.83306706
606,LE POMPADOUR - Magnifique T2 Place Bellecour 4ème étage sans ascenseur - 4th floor no elevator,https://www.booking.com/hotel/fr/le-pompadour-magnifique-t2-place-bellecour-au-calme.html,Lyon,7.4,"Offering free WiFi, LE POMPADOUR - Magnifique T2 Place Bellecour 4ème étage sans ascenseur - 4th floor no elevator is located in the centre of Lyon within 600 m of Musée Miniature et Cinéma and 1.2 km from the Museum of Fine Arts of Lyon. This apartment is 3.2 km from Part-Dieu Train Station and 4.8 km from Musée des Confluences. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and free toiletries. Towels and bed linen are provided in the apartment. Popular points of interest near the apartment include Lyon Perrache Train Station, Fourviere Roman Theatre and Basilica of Notre-Dame de Fourviere. The nearest airport is Lyon - Saint Exupery Airport, 28 km from LE POMPADOUR - Magnifique T2 Place Bellecour 4ème étage sans ascenseur - 4th floor no elevator. ","35 place Bellecour, 2nd arr., 69002 Lyon, France",45.75839810,4.83022040
607,Honorê - Suites Amboise,https://www.booking.com/hotel/fr/honore-pour-nomades-reveurs-amboise-lyon.html,Lyon,7.9,"Located in the centre of Lyon, just 700 m from Musée Miniature et Cinéma and 1 km from the Museum of Fine Arts of Lyon, Honorê - Suites Amboise provides accommodation with city views and free WiFi. This apartment is 3.3 km from Part-Dieu Train Station and 4.9 km from Musée des Confluences. This apartment comes with 2 bedrooms, a kitchen with a fridge and an oven, a flat-screen TV, a seating area and 1 bathroom equipped with a shower. Towels and bed linen are featured in the apartment. Hiking can be enjoyed nearby. Popular points of interest near the apartment include Lyon Perrache Train Station, Fourviere Roman Theatre and Basilica of Notre-Dame de Fourviere. The nearest airport is Lyon - Saint Exupery Airport, 30 km from Honorê - Suites Amboise. ","12 Rue Amboise, 2nd arr., 69002 Lyon, France",45.75928730,4.83162040
608,Lyon Centre Ville,https://www.booking.com/hotel/fr/lyon-centre-ville.html,Lyon,7.9,"Situated in the centre of Lyon, just less than 1 km from Musée Miniature et Cinéma and a 13-minute walk from the Museum of Fine Arts of Lyon, Lyon Centre Ville features accommodation with city views and free WiFi. This apartment is 2.7 km from Part-Dieu Train Station and 5 km from Musée des Confluences. This air-conditioned apartment features 1 bedroom, a satellite flat-screen TV, a dining area, and a kitchen with a fridge and a microwave. Popular points of interest near the apartment include Lyon Perrache Train Station, Fourviere Roman Theatre and Basilica of Notre-Dame de Fourviere. The nearest airport is Lyon - Saint Exupery Airport, 30 km from Lyon Centre Ville. ","101 Rue du Président Edouard Herriot, 2nd arr., 69002 Lyon, France",45.75862150,4.83410970
609,DIFY Petit Prince - Place Bellecour,https://www.booking.com/hotel/fr/dify-petit-prince-place-bellecour.html,Lyon,7.9,"Situated in the centre of Lyon, 600 m from Musée Miniature et Cinéma and 1.2 km from the Museum of Fine Arts of Lyon, DIFY Petit Prince - Place Bellecour offers free WiFi. This apartment is 3.2 km from Part-Dieu Train Station and 4.8 km from Musée des Confluences. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a bath and a hairdryer. Towels and bed linen are available in the apartment. Popular points of interest near the apartment include Lyon Perrache Train Station, Fourviere Roman Theatre and Basilica of Notre-Dame de Fourviere. The nearest airport is Lyon - Saint Exupery Airport, 28 km from DIFY Petit Prince - Place Bellecour. ","Rue du plat 5, 2nd arr., 69002 Lyon, France",45.75842858,4.82985837
610,CABANA & Le petit Marronnier,https://www.booking.com/hotel/fr/cabana-amp-le-petit-marronnier.html,Lyon,6.4,"Offering free WiFi, CABANA & Le petit Marronnier is set in the centre of Lyon within less than 1 km of Musée Miniature et Cinéma and a 16-minute walk from the Museum of Fine Arts of Lyon. This apartment is 3 km from Part-Dieu Train Station and 4.1 km from Musée des Confluences. The 1-bedroom apartment is fitted with a living room with a flat-screen TV, a fully equipped kitchen with fridge and oven, and 1 bathroom with a hairdryer. Popular points of interest near the apartment include Lyon Perrache Train Station, Fourviere Roman Theatre and Basilica of Notre-Dame de Fourviere. The nearest airport is Lyon - Saint Exupery Airport, 28 km from CABANA & Le petit Marronnier. ","8 Rue des Marronniers, 2nd arr., 69002 Lyon, France",45.75697310,4.83452590
